CompanyID,Company Name,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
206,Kaiser Permanente,"Dublin, Ireland",10000+ employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
207,CVS Health,"Toronto, Canada",10000+ employees,1817,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
208,Northwell Health,"Pittsburgh, PA",10000+ employees,1845,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
209,Tata Consultancy Services,"San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
210,SAP,"San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
211,Microsoft Corporation,"Toronto, Canada",10000+ employees,1855,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
212,Apple,"Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
213,McAfee,"Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
214,World Wide Technology,"Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
215,Capgemini,"Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
216,Oracle,"San Francisco, CA",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
217,Amazon,"New York, NY",1001 to 5000 employees,1914,Company - Private,Financial Analytics & Research,Finance,$10+ billion (USD)
218,eBay,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
219,Google,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
220,IBM,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
221,Atos,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
222,NTT DATA Services,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
223,NTT DATA Corporation,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
224,NTT DATA,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
225,Tata Consultancy Services (North America),"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
226,General Dynamics Information Technology,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
227,New York Life Insurance Co,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
228,Horizon Blue Cross Blue Shield of New Jersey,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
229,Blue Shield of California,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
230,Molina Healthcare,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
231,Centene Corporation,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
232,Wellcare,"New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
233,Unilever,"New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
234,TE Connectivity,"New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
235,Smithfield,"Toronto, Canada",10000+ employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
236,BD,"Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
237,Medline Industries,"Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
238,Bosch Group,"New York, NY",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
239,MeadWestVaco,"New York, NY",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
240,Walt Disney Co.,"New York, NY",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
241,Walt Disney Company,"New York, NY",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
242,Warner Bros. Entertainment,"Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
243,NBCUniversal,"Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
244,Turner Broadcasting,"Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
245,NCSOFT,"New York, NY",10000+ employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
246,Xcel Energy,"Tokyo, Japan",10000+ employees,1996,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
247,Walgreens,"Tokyo, Japan",10000+ employees,1996,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
248,Costco Wholesale Corporation,"Iselin, NJ",1001 to 5000 employees,1989,Company - Private,Lending,Finance,$10+ billion (USD)
249,H E B,"Madison, WI",5001 to 10000 employees,1996,Company - Private,Lending,Finance,$10+ billion (USD)
250,Lidl,"Abbott Park, IL",10000+ employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
251,Lowe's,"Abbott Park, IL",10000+ employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
252,CenturyLink,"Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
253,Nokia,"Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
254,Kuehne + Nagel,"Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
255,Uhaul,"Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
256,Sycuan Casino,"Woonsocket, RI",10000+ employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
257,Bandai Namco Entertainment America,"Lake Success, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
258,FanDuel,"Lake Success, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
259,United BioSource,"Mumbai, India",10000+ employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
260,The Richards Group,"Walldorf, Germany",10000+ employees,1972,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
261,CMI/Compas,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
262,Match Group,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
263,QuinStreet,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
264,Known,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
265,MediaMath,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
266,FacilitySource,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
267,LMI,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
268,G.A.S. Global,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
269,APCO Worldwide,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
270,Centric Consulting,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
271,"Education Development Center, Inc.","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
272,The Judge Group,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
273,"The Judge Group, Inc.","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
274,"PDS Tech, Inc.","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
275,Mitchell Martin,"Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
276,Mastech Digital,"Redwood City, CA",10000+ employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
277,Strategic Staffing Solutions,"Redwood City, CA",10000+ employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
278,Rose International,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
279,Ajilon,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
280,Contemporary Staffing Solutions,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
281,CSI Tech Inc.,"San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD)
282,"Pinnacle Technical Resources, Inc.","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
283,Signature Consultants,"Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
284,Icon Consultants,"Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
285,TechUSA,"Bezons, France",10000+ employees,1919,Company - Public,IT Services,Information Technology,$10+ billion (USD)
286,CyberCoders,"Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD)
287,Ascent,"Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
288,The Ascent Services Group,"Newark, NJ",1001 to 5000 employees,1932,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD)
289,"US Tech Solutions, Inc","Oakland, CA",5001 to 10000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD)
290,LanceSoft Inc,"Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
291,ICONMA,"Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
292,"ICONMA, LLC","Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
293,"Iconma, L.L.C.","Saint Louis, MO",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
294,Mondo,"Saint Louis, MO",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
295,Infinity Consulting Solutions,"Northfield, IL",10000+ employees,1966,Company - Private,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD)
296,Diversant LLC,"Farmington Hills, MI",10000+ employees,1886,Company - Private,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD)
297,Genuent,"Burbank, CA",10000+ employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD)
298,"Genuent Global, LLC","Burbank, CA",10000+ employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD)
299,Net2Source,"Burbank, CA",10000+ employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD)
300,GHX,"New York, NY",10000+ employees,1906,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD)
301,McLane Global,"New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD)
302,"Epsilon Systems Solutions, Inc.","New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD)
303,Corbins Electric,"New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD)
304,Hampton University,"Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD)
305,Cuny Research Foundation,"Minneapolis, MN",10000+ employees,1909,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
306,University of Texas at Arlington,"Deerfield, IL",10000+ employees,1901,Company - Public,Drug & Health Stores,Retail,$10+ billion (USD)
307,National Education Partners,"Deerfield, IL",10000+ employees,1901,Company - Public,Drug & Health Stores,Retail,$10+ billion (USD)
308,HealthStream,"Issaquah, WA",10000+ employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
309,Alliant Credit Union,"Issaquah, WA",10000+ employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
310,Alaska USA,"Issaquah, WA",10000+ employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
311,Texas Dow Employees Credit Union,"San Antonio, TX",10000+ employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
312,Cowen,"London, United Kingdom",10000+ employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
313,Eagle Investment Systems,"London, United Kingdom",10000+ employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
314,Q2eBanking,"Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD)
315,PEAK6 Investments,"Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD)
316,Houston-Galveston Area Council,"Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD)
317,Providence Health & Services,"Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD)
318,Kelsey-Seybold Medical Group,"Monroe, LA",10000+ employees,1930,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
319,Kelsey Seybold Clinic,"Monroe, LA",10000+ employees,1930,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
320,Health & Hospital Corporation,"Monroe, LA",10000+ employees,1930,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
321,Harris County,"Nokia, Finland",10000+ employees,1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
322,Harris Health System,"Feusisberg, Switzerland",10000+ employees,1890,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD)
323,Fox Chase Cancer Center,"Reno, NV",10000+ employees,1945,Company - Public,Truck Rental & Leasing,Transportation & Logistics,$10+ billion (USD)
324,Village Care,"El Cajon, CA",1001 to 5000 employees,1983,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD)
325,Exact Sciences Corporation,"Santa Clara, CA",51 to 200 employees,1990,Subsidiary or Business Segment,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD)
326,Ascension,"New York, NY",501 to 1000 employees,2009,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD)
327,OrthoCarolina,"Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
328,Paladin Consulting Inc,"Dallas, TX",501 to 1000 employees,1957,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
329,Stamps.com,"King of Prussia, PA",501 to 1000 employees,1989,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
330,Qualys,"Norwalk, CT",1001 to 5000 employees,1998,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
331,Zen3 Infosolutions America Inc,"Foster City, CA",501 to 1000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD)
332,Risk Management Solutions (RMS),"Foster City, CA",501 to 1000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD)
333,Alteryx,"New York, NY",201 to 500 employees,2004,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
334,"Avetta, LLC","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
335,Bazaarvoice,"Phoenix, AZ",1001 to 5000 employees,2001,Company - Public,Building & Personnel Services,Business Services,$100 to $500 million (USD)
336,Riskonnect,"Tysons, VA",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD)
337,2U,"Sugar Land, TX",10000+ employees,1970,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
338,Ascential,"Washington, DC",501 to 1000 employees,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
339,Poshmark,"Dayton, OH",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
340,Accenture Federal Services,"Waltham, MA",501 to 1000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD)
341,Decision Resources Group,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
342,Xoriant Corporation,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
343,"InfoVision, Inc.","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
344,Technosoft Corporation,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
345,"Fast Switch, LTD","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
346,Oasis Systems,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
347,"Oasis Systems, LLC","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
348,Milestone Technologies Inc.,"Irving, TX",5001 to 10000 employees,1977,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
349,Advent Global Solutions,"New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
350,"Advent Global Solutions, Inc.","New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
351,"Infomerica, Inc","New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
352,NJVC,"New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
353,CoreSite,"Moon Township, PA",1001 to 5000 employees,1986,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
354,Diverse Lynx,"Detroit, MI",1001 to 5000 employees,1990,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
355,Numerator,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
356,PK,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
357,CitiusTech,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
358,"Next Level Business Services, Inc.","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
359,Incedo Inc,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
360,eHealth,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
361,Allied Solutions,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
362,GNY Insurance Companies,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
363,Power Integrations,"Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
364,Tech Air,"Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
365,"Janus International Group, LLC","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
366,Wildlife Conservation Society,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
367,YAI/NIPD Network,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
368,Vera Institute of Justice,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
369,Acacia Network,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
370,Fred Hutch,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
371,Ho Chunk,"Edison, NJ",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
372,"U.S. Auto Parts Network, Inc.","Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
373,Vionic Group,"Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
374,NextGen Global Resources LLC,"Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
375,Circle Logistics,"Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
376,Bell Helicopter,"Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
377,CACI International,"Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
378,William Hill US,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
379,Avantor,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
380,Bio-Rad,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
381,Hikma Pharmaceuticals,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
382,Eurofins,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
383,Vertex Pharmaceuticals,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
384,Illumina,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
385,ALERE,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
386,Aegis Media,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
387,"Tetra Tech, Inc.","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
388,Tetra Tech,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
389,Brink's,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
390,ADT,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
391,Robert Half,"New York, NY",501 to 1000 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
392,TEKsystems,"San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD)
393,"TEKsystems, Inc","San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD)
394,Apex Systems,"Hampton, VA",1001 to 5000 employees,1868,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
395,Employbridge,"Chicago, IL",501 to 1000 employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD)
396,Swinerton Builders,"Anchorage, AK",1001 to 5000 employees,1948,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD)
397,University of Georgia,"Lake Jackson, TX",501 to 1000 employees,1955,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD)
398,University of Utah,"New York, NY",501 to 1000 employees,1918,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD)
399,Johns Hopkins University,"Wellesley, MA",501 to 1000 employees,1989,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$100 to $500 million (USD)
400,University of Southern California,"Austin, TX",1001 to 5000 employees,2004,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD)
401,University of Chicago,"Chicago, IL",1001 to 5000 employees,1997,Company - Private,Venture Capital & Private Equity,Finance,$100 to $500 million (USD)
402,Columbia University,"Houston, TX",51 to 200 employees,1966,Government,Municipal Governments,Government,$100 to $500 million (USD)
403,California State University,"Renton, WA",10000+ employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
404,Bank of the West,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
405,BMO,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
406,Northern Trust,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
407,Computershare,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
408,Heartland Payment Systems,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
409,Navient,"Indianapolis, IN",1001 to 5000 employees,1951,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
410,Brown Brothers Harriman,"Houston, TX",5001 to 10000 employees,1966,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
411,LACERA,"Houston, TX",5001 to 10000 employees,1966,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
412,Jefferies,"Houston, TX",5001 to 10000 employees,1966,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
413,SCL Health,"Philadelphia, PA",1001 to 5000 employees,1974,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
414,Franciscan Health,"New York, NY",501 to 1000 employees,1977,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
415,Montefiore Medical,"Madison, WI",1001 to 5000 employees,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
