Age,Gender,EducationLevel,JobTitle,YearsOfExperience,Salary
28,Female,Bachelor's,Marketing Analyst,3,60000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,60000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,60000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,60000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,60000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,60000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,60000
28,Female,Bachelor's,Product Manager,3,70000
28,Male,Bachelor's,Software Engineer,3,70000
28,Male,Bachelor's,Software Engineer,3,70000
28,Male,Bachelor's,Marketing Analyst,3,70000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
27,Male,Bachelor's,Software Engineer,3,80000
28,Female,Bachelor's,Marketing Analyst,3,65000
33,Male,Bachelor's,Junior Business Analyst,4,60000
33,Male,Bachelor's,Junior Business Analyst,4,60000
33,Male,Bachelor's,Junior Business Analyst,4,60000
33,Male,Bachelor's,Junior Business Analyst,4,60000
29,Female,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Male,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Male,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Male,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Male,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Female,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Female,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Female,Master's,Data Scientist,4,150000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Female,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Female,Bachelor's,Product Manager,4,150000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
27,Male,Bachelor's,Software Engineer,4,140000
29,Female,Bachelor's,Software Engineer,4,150000
29,Female,Master's,Data Scientist,4,182000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Female,Bachelor's,Product Manager,4,130000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
27,Male,Bachelor's,Software Engineer,4,160000
28,Male,Bachelor's,Software Engineer,4,160000
28,Male,Bachelor's,Software Engineer,4,160000
28,Male,Bachelor's,Software Engineer,4,160000
28,Male,Bachelor's,Software Engineer,4,160000
28,Male,Bachelor's,Software Engineer,4,160000
32,Male,Bachelor's,Back end Developer,4,95000
27,Male,Bachelor's,Senior Project Engineer,4,115000
30,Male,Bachelor's,Back end Developer,4,95000
28,Female,Master's,Full Stack Engineer,4,110000
30,Male,Bachelor's,Back end Developer,4,95000
28,Female,Master's,Full Stack Engineer,4,110000
30,Male,Bachelor's,Back end Developer,4,95000
28,Female,Master's,Full Stack Engineer,4,110000
28,Female,Master's,Full Stack Engineer,4,110000
28,Female,Master's,Full Stack Engineer,4,110000
30,Male,Bachelor's,Back end Developer,4,95000
30,Female,Master's,Front end Developer,4,90000
29,Male,Bachelor's,Back end Developer,4,95000
29,Male,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Male,Bachelor's,Full Stack Engineer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Male,Bachelor's,Full Stack Engineer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
29,Female,Bachelor's,Front end Developer,4,90000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
27,Female,Bachelor's,Full Stack Engineer,4,73895
29,Female,Master's,Full Stack Engineer,4,104702
27,Male,Bachelor's,Back end Developer,4,82683
26,Male,Master's,Full Stack Engineer,4,102859
27,Female,Master's,Back end Developer,4,73938
27,Female,Bachelor's,Full Stack Engineer,4,73895
29,Female,Master's,Full Stack Engineer,4,104702
27,Male,Bachelor's,Back end Developer,4,82683
26,Male,Master's,Full Stack Engineer,4,102859
27,Female,Master's,Back end Developer,4,73938
28,Male,Master's,Full Stack Engineer,4,90452
26,Male,Master's,Front end Developer,4,75656
28,Male,Bachelor's,Back end Developer,4,71699
27,Male,High School,Back end Developer,4,79767
26,Male,Master's,Full Stack Engineer,4,89843
26,Male,Master's,Full Stack Engineer,4,90944
28,Female,Bachelor's,Senior Project Engineer,4,70022
26,Male,Master's,Full Stack Engineer,4,85825
27,Male,Bachelor's,Back end Developer,4,68732
27,Female,Master's,Front end Developer,4,75969
26,Female,Master's,Front end Developer,4,76898
29,Female,Bachelor's,Product Manager,4,90000
28,Female,Bachelor's,Software Engineer,4,70000
28,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
30,Female,Master's,Senior Project Engineer,4,92438
28,Male,Bachelor's,Full Stack Engineer,4,77606
28,Male,Bachelor's,Back end Developer,4,72389
27,Male,High School,Back end Developer,4,80247
26,Male,Master's,Full Stack Engineer,4,91062
26,Male,Master's,Full Stack Engineer,4,91397
30,Female,Master's,Senior Project Engineer,4,92438
28,Male,Bachelor's,Full Stack Engineer,4,77606
28,Male,Bachelor's,Back end Developer,4,72389
27,Male,High School,Back end Developer,4,80247
26,Male,Master's,Full Stack Engineer,4,91062
26,Male,Master's,Full Stack Engineer,4,91397
30,Female,Master's,Senior Project Engineer,4,92438
28,Male,Bachelor's,Full Stack Engineer,4,77606
28,Male,Bachelor's,Back end Developer,4,72389
27,Male,High School,Back end Developer,4,80247
26,Male,Master's,Full Stack Engineer,4,91062
28,Female,Bachelor's,Senior Project Engineer,4,82944
27,Female,Master's,Full Stack Engineer,4,83577
26,Male,Bachelor's,Full Stack Engineer,4,79652
28,Female,Master's,Full Stack Engineer,4,82697
29,Male,Bachelor's,Software Engineer,4,80000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
30,Female,Bachelor's,Software Engineer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
28,Male,Bachelor's,Software Engineer,4,75000
29,Male,Bachelor's,Front End Developer,4,80000
31,Male,High School,Junior Web Developer,4,55000
29,Female,Master's,Web Developer,4,65000
30,Male,Master's,Web Developer,4,65000
34,Male,Bachelor's,Web Developer,4,65000
28,Male,Bachelor's,Web Developer,4,65000
28,Male,Bachelor's,Web Developer,4,65000
28,Male,Bachelor's,Web Developer,4,65000
29,Female,Master's,Web Developer,4,65000
30,Male,Master's,Web Developer,4,65000
34,Male,Bachelor's,Web Developer,4,65000
28,Male,Bachelor's,Web Developer,4,65000
28,Male,Bachelor's,Web Developer,4,65000
28,Male,Bachelor's,Web Developer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
31,Male,Bachelor's,Software Engineer,4,65000
31,Male,Bachelor's,Software Engineer,4,65000
31,Male,Bachelor's,Software Engineer,4,65000
31,Male,Bachelor's,Software Engineer,4,65000
31,Male,Bachelor's,Software Engineer,4,65000
31,Male,Bachelor's,Software Engineer,4,65000
31,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
30,Male,Bachelor's,Software Engineer,4,65000
29,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Software Engineer,4,70000
29,Male,Bachelor's,Software Engineer,4,71000
29,Male,Bachelor's,Software Engineer,4,71000
29,Male,Bachelor's,Software Engineer,4,71000
29,Male,Bachelor's,Software Engineer,4,71000
29,Male,Bachelor's,Software Engineer,4,71000
29,Male,Bachelor's,Software Engineer,4,71000
29,Male,Bachelor's,Software Engineer,4,71000
29,Male,Bachelor's,Software Engineer,4,71000
30,Male,Bachelor's,Web Developer,4,65000
29,Female,Master's,Web Developer,4,65000
30,Female,Bachelor's,Web Developer,4,65000
30,Male,Bachelor's,Web Developer,4,65000
29,Female,Master's,Web Developer,4,65000
30,Female,Bachelor's,Web Developer,4,65000
30,Male,Bachelor's,Web Developer,4,65000
28,Male,Bachelor's,Financial Analyst,4,80000
28,Male,Bachelor's,Financial Analyst,4,80000
28,Male,Bachelor's,Financial Analyst,4,80000
28,Male,Bachelor's,Financial Analyst,4,80000
28,Male,Bachelor's,Financial Analyst,4,80000
28,Female,Master's,Financial Analyst,4,80000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
28,Male,Master's,Financial Analyst,4,90000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
28,Male,Master's,Financial Analyst,4,90000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
28,Male,Master's,Financial Analyst,4,90000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
29,Male,Bachelor's,Marketing Analyst,4,70000
30,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
29,Male,Bachelor's,Marketing Analyst,4,75000
32,Male,Bachelor's,Software Engineer,5,90000
34,Female,Master's,Business Analyst,5,80000
33,Male,Bachelor's,Junior Web Developer,5,50000
33,Male,Bachelor's,Junior Software Developer,5,50000
30,Male,PhD,Data Scientist,5,180000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,PhD,Data Scientist,5,180000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,PhD,Data Scientist,5,180000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,PhD,Data Scientist,5,180000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,PhD,Data Scientist,5,180000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
30,Female,Bachelor's,Data Analyst,5,145000
28,Male,Bachelor's,Software Engineer,5,160000
30,Female,Bachelor's,Product Manager,5,160000
28,Male,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
30,Male,Bachelor's,Data Analyst,5,160000
28,Male,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Male,Bachelor's,Software Engineer,5,160000
30,Female,Bachelor's,Product Manager,5,160000
28,Male,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
30,Male,Bachelor's,Data Analyst,5,160000
28,Male,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Male,Bachelor's,Software Engineer,5,160000
30,Female,Bachelor's,Product Manager,5,160000
28,Male,Bachelor's,Software Engineer,5,165000
28,Female,Bachelor's,Software Engineer,5,160000
30,Male,Bachelor's,Data Analyst,5,160000
28,Male,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
30,Male,Bachelor's,Data Analyst,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Male,Bachelor's,Software Engineer,5,165000
30,Male,Bachelor's,Data Analyst,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
28,Female,Bachelor's,Software Engineer,5,160000
32,Male,Bachelor's,Data Analyst,5,135000
30,Male,Bachelor's,Data Analyst,5,140000
28,Female,Bachelor's,Software Engineer,5,150000
28,Male,Bachelor's,Software Engineer,5,150000
30,Male,Bachelor's,Data Analyst,5,140000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
28,Female,Bachelor's,Software Engineer,5,150000
27,Female,Bachelor's,Data Analyst,5,120000
27,Male,Bachelor's,Software Engineer,5,150000
27,Female,Bachelor's,Data Analyst,5,125000
27,Male,Bachelor's,Software Engineer,5,150000
27,Female,Bachelor's,Data Analyst,5,125000
27,Male,Bachelor's,Software Engineer,5,150000
27,Female,Bachelor's,Data Analyst,5,125000
27,Male,Bachelor's,Software Engineer,5,150000
27,Female,Bachelor's,Data Analyst,5,125000
27,Male,Bachelor's,Software Engineer,5,150000
33,Female,Master's,Back end Developer,5,110000
32,Male,Bachelor's,Full Stack Engineer,5,115000
33,Female,Bachelor's,Front end Developer,5,105000
32,Female,Master's,Full Stack Engineer,5,120000
32,Male,Bachelor's,Full Stack Engineer,5,120000
32,Female,Master's,Full Stack Engineer,5,120000
33,Female,Master's,Full Stack Engineer,5,120000
34,Male,Bachelor's,Front end Developer,5,95000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
30,Male,Master's,Full Stack Engineer,5,105000
29,Male,Bachelor's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Bachelor's,Back end Developer,5,100000
31,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Bachelor's,Full Stack Engineer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Male,Master's,Front end Developer,5,105000
30,Female,Bachelor's,Full Stack Engineer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Master's,Front end Developer,5,105000
30,Male,Bachelor's,Back end Developer,5,100000
30,Female,Bachelor's,Software Engineer,5,90000
30,Female,Bachelor's,Software Engineer,5,90000
30,Female,Bachelor's,Software Engineer,5,90000
30,Female,Bachelor's,Software Engineer,5,90000
30,Female,Bachelor's,Software Engineer,5,90000
30,Female,Bachelor's,Software Engineer,5,90000
30,Female,Bachelor's,Software Engineer,5,90000
27,Female,Master's,Front end Developer,5,78354
28,Male,Master's,Front end Developer,5,76742
28,Female,Master's,Senior Software Engineer,5,99747
29,Female,PhD,Full Stack Engineer,5,98568
27,Female,Master's,Front end Developer,5,78354
28,Male,Master's,Front end Developer,5,76742
28,Female,Master's,Senior Software Engineer,5,99747
29,Female,PhD,Full Stack Engineer,5,98568
30,Female,Master's,Senior Project Engineer,5,106278
28,Male,Bachelor's,Full Stack Engineer,5,84407
30,Female,Master's,Full Stack Engineer,5,102465
30,Female,Master's,Senior Project Engineer,5,100425
29,Female,Master's,Full Stack Engineer,5,102868
